question_id,question,answer,article_ids
q_00156,Im having trouble adding content to a repeater in the Wix Editor. I need assistance with this issue.,"To add content to a repeater in the Wix Editor: 1. Go to your editor. 2. Click **Add Elements** on the left side of the editor. 3. Drag the element you want directly onto the repeater. 4. Click the element and customize it individually for each item. When you add an element to a repeater item, it is automatically added to every item to keep the design consistent. You can customize the individual elements inside an item such as the text and images, but the design always stays the same. For example, you can change the text on a button to be different for each item, but if you move the button to a different location inside the item, it moves the button in all the items to the same location. Note: Some elements cannot be attached to repeater items. [Learn More](https://support.wix.com/en/article/wix-editor-elements-that-cant-be-added-to-repeaters)",c1e76a9137405f2f62ea51a52f42bbf9fea7cb9b16938168117fd534a5ebb314;dd1291f6b0918036ef572c2420931b0f24a2936fcdad9b187567cac915b00b33
q_00157,"My website displays correctly on PC and smartphone, but not on a tablet. The words on the page are off the screen.",On iPads and tablets Wix sites are cropped within the [vertical gridlines](https://support.wix.com/en/article/wix-editor-working-with-the-editor-gridlines) of the Editor. To resolve this issue: Make sure to place your content within the vertical gridlines in your Editor. You can also [use columns] (https://support.wix.com/en/article/wix-editor-adding-and-setting-up-columns-on-your-strip) which are responsive to your screen's width to fit your content within most screens.,fc00aa38975e2ccdb0406699909a3fd7a4b50bbdba6bcdad41c83e28db994ab4
q_00158,I am struggling with adjusting section heights in the Wix Editor. I need assistance with this issue.,To adjust the size of your section: Click the section in your Editor. Click and drag the Adjust section height handle at the bottom of the section to make it taller or shorter.,f9cf92b16b6d02aa90ad11d717bbd3f75ff35b0fd1b9f8043f751413ff06a7ef
q_00159,How can I use the Toolbar and Layers Panel in the Wix Editor to adjust the positioning of my images?,"To position elements: Click the element. Type the new values next to X and Y in the Editor Toolbar, pressing Enter after each value. To use the panel: [Go to your editor] (https://manage.wix.com/account/site-selector/?actionUrl=https%3A%2F%2Fwww.wix.com%2Feditor%2F%7BmetaSiteId%7D%3FeditorSessionId%3D%7Besi%7D%26) Click Layers on the bottom left of the Editor. Click either Header, Page, or Footer to view the elements in that area. Locate the relevant element from the list and click it. Choose what you want to do with the element: Move the element forward / backward: Forward: Select Ctrl + ↑ on your keyboard to move the element forward. (Ctrl + Shift + ↑ if you want to bring it to the front) Backward: Select Ctrl + ↓ on your keyboard to move the element backward, ( Ctrl + Shift + ↓ if you want to send it to the back) Customize / adjust the element: Click the element in your Editor, and use the available options to adjust the content, layout, and design. Change the order of elements: Click and drag elements in the panel to change their order. This is a helpful way to ensure that the order in the panel matches the visual order on your site.",75dba4f7b4602675735dcc63a86d7fc11c1b3005f66adfc2b4b346e7bf35dc7f;0c7a0fe78a0902c8b6c608792cd420cad12d1930769664eb7cd6fbc776a5eef5
q_00160,I want to undo the latest change in my site design.,"To undo a change you have made, simply click the Undo icon at the top of your Editor, or press Ctrl + Z on your keyboard.",93b0b3e9143597ad88074cb36a60e73fc02d9d5e7ebe707b1537847cda6f2cb1
q_00161,I want to unpublish my site on Wix using the Wix Editor.,Open your site in the Wix Editor. Select Site in the top toolbar. Click Unpublish Site. Select Unpublish in the dashboard window. Click Unpublish in the pop-up to confirm.,0cb65c6c64d2b1d3c54f04b08cd7c801334d1984fc5f07e6e1396b12fb9e1a08
q_00162,"Im having trouble changing the browser tab title on my live site. I followed the steps provided, but its still not working.","To change the browser tab title for your live site using the Wix Editor, follow these steps: 1. [Go to your editor](https://manage.wix.com/account/site-selector/?actionUrl=https%3A%2F%2Fwww.wix.com%2Feditor%2F%7BmetaSiteId%7D%3FeditorSessionId%3D%7Besi%7D%26). 2. Click **Pages & Menu** on the left side of the editor. 3. Click the **More Actions** icon next to the relevant page. 4. Click **SEO basics**. 5. Enter the page title under **Title tag**. 6. Publish your site. If you see an incorrect browser tab title, adding [custom code to your site](https://support.wix.com/en/article/about-tracking-tools) may affect it. Try removing any custom code you added to your site.",61aecb220fb63759dba4322f38aee10901bd2b2e1634d2602a0a6077b18da072
q_00163,I need help adding a button with a link in the Wix Editor.,To add a button: Click Add Elements on the left side of the Editor. Click Button. Click Text & Icon Buttons. Click or drag your chosen button to add it to the page. To add a link to your button: Select the button. Click the Link icon. Select a link type from the list. Enter or upload the relevant link destination. Click Done.,68ab3d953de53475aa5aac38c7e91c4c3db4364376bab1b1909747ffe2ddbeb1
q_00164,Im using the Wix website editor and Im experiencing free space on the edges of my site on larger screens. I need to understand why this is happening and how to correct it.,"To remove the horizontal scroll bars and spaces: Use the Layers panel to identify the elements on your page that have a horizontal scrollbar. Look for elements that: Are not stretched to full-width. [Learn how to stretch an element to full width](https://support.wix.com/en/article/wix-editor-stretching-an-element-to-full-width) Have a width bigger than 980px Are placed at the edge of your Editor screen (or going off the screen). [Learn more about the Layers panel](https://support.wix.com/en/article/wix-editor-using-the-layers-panel) If the element does not have Stretch enabled, then enable it. If the element does not have the Stretch option available, then add a strip and place the element inside the strip. [Learn how to attach an element to a strip](https://support.wix.com/en/article/wix-editor-attaching-elements-to-strips-and-columns) If you have images that are placed outside the gridlines, we recommend that you add them as a strip background instead. [Learn how to add an image to your strip background](https://support.wix.com/en/article/wix-editor-changing-your-strip-background#adding-an-image-to-your-strip-background) If you stretched a gallery to full-width manually, we recommend that you change it to a full-width gallery.",153d5a847abdb50f5a761f9051a4dd86544d59b3df8535dd1b0181fdad85b3ce
q_00165,I would like to change the text size.,"To change the text size: Select the relevant text box in your editor. Click Edit Text. (Optional) Highlight the specific word(s) you want to resize. Drag the Font size slider to resize the text, or enter a specific value between 6 and 999 pixels.",708a5fa702a563c41598a4d2b446735e9e382ecec5b1e8a9b63a23c20fca6b47
q_00166,I am inquiring about the steps to publish my website in the real world.,To publish your site: Click Publish at the top right of the editor. (Optional) Click View Site to see your live site. Click Done to return to the editor.,2a73ce56cfb6d899bd155abfa319d863360de062a21d82959a45463086aee274
q_00167,How can I edit a published website?,"You can edit your site at any time from the Wix Editor. Simply open the Editor from your site's dashboard, and update it as much as you want. Regardless of which editor you're using, you can access it from your site's dashboard. Make sure you're [signed in] (https://support.wix.com/en/article/logging-in-to-your-wix-account) to the right account to edit your site. To access your editor: [Go to your site's dashboard.] (https://www.wix.com/my-account/site-selector/?buttonText=Go%20to%20Dashboard&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/%7B%7BmetaSiteId%7D%7D/home/) Click Edit Site.",31b175af682a7a0437661ebdca352fb3a8bb648ca4b2c165ea92f9b6dc26b71f
q_00168,Im experiencing unwanted gaps at the bottom of my page when I publish it on the desktop version using the Wix Editor.,"If your dynamic item page has a large space or gap at the bottom, it's usually because item pages are different lengths, and the layout was not edited in the shortest item page. To prevent this, design according to the shortest item, in its respective item page, and use strips instead of placing elements ""freely"" inside the sections. How to fix it? Design your pages according to the shortest item. This ensures that all pages maintain a consistent layout. Also, use [strips](https://support.wix.com/en/article/wix-editor-adding-and-setting-up-a-strip) to attach elements inside the sections. This makes your design more responsive and avoids large spaces or gaps.",0585250f004dcd17b373021e5e3b007fe355250034fe47d554a98b3c448a5f06
q_00169,I need info on third-party POS solutions that would work for businesses in the UK.,"For businesses in the UK looking for third-party POS solutions, Square and SumUp are both suitable options. Connect to the SumUp or Square payment provider to turn your phone into a point of sale (POS). After setup, you can collect cash or credit card payments wherever you go.",e21d28bf471b3d8bff54d979e90a89561cc441d8e64f700edb9a90083b7fa4a8;64c2cd062c241c4f313d58c772508e30fe3b4d4a66a210a9f32661c22ad0b400
q_00170,I would like to know how to set up all available POS solutions in the UK,"For businesses in the UK looking for third-party POS solutions, Square and SumUp are both suitable options. Please follow these steps to set up a POS with SumUp: Step 1 | Download the Wix app 1. Go to the Apple App Store (on iPhone) or Google Play (on Android). 2. Type 'Wix' in the Search field. 3. Click Get or Install to download the app. [You are now ready to accept cash payments on your mobile device] (https://support.wix.com/en/article/wix-mobile-pos-setting-up-a-point-of-sale). Step 2 | Set up SumUp as your payment provider Go to [Accept Payments] (https://www.wix.com/my-account/site-selector/?buttonText=Set%20Up%20Payments&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/%7b%7bmetaSiteId%7d%7d/payments/) in your site's dashboard and [connect SumUp as your payment provider] (https://support.wix.com/en/article/connecting-sumup-as-a-payment-provider). Note: You can set up SumUp without an upgrade, but to start collecting payments, you'll need a [Premium plan] (https://support.wix.com/en/article/choosing-a-premium-plan) or [Studio plan] (https://support.wix.com/en/article/wix-studio-upgrading-sites) that supports payments. Step 3 | Order a SumUp card reader To accept credit card payments, you need one of SumUp's credit card readers. SumUp card readers connect to your smartphone or tablet via Bluetooth. They can be used to swipe, tap or insert debit/credit cards. The SumUp card reader [Contact SumUp to order one of their card readers] (https://support.wix.com/en/article/wix-mobile-pos-setting-up-a-point-of-sale-with-sumup#:~:text=their%20card%20readers.-,Learn%20How,-Next%20steps%3A). Please follow these steps to set up a POS with Square: Step 1 | Download the Wix app Go to the Apple App Store (on an iOS device) or Google Play (on Android). Type 'Wix' in the Search field. Click Get or Install to download the app. [You are now ready to accept cash payments on your mobile device] (https://support.wix.com/en/article/wix-mobile-pos-charging-clients-at-a-point-of-sale). Step 2 | Download the Square app To use Square for POS sales, you need to download the Square app to your mobile device. To download to an iOS device: 1. Open the App Store on your iOS device. 2. Search for Square Point of Sale (POS). 3. Tap Get next to Square Point of Sale (POS). 4. Tap Install. To download to an Android device: 1. Open the Play Store on your Android device. 2. Search for Square Point of Sale (POS). 3. Tap Square Point of Sale (POS). 4. Tap Install. Step 3 | Set up Square as your payment provider Go to Accept Payments in your site's dashboard and [set up Square as your payment provider] (https://support.wix.com/en/article/connecting-square-as-a-payment-provider#connecting-square-for-online-transactions). Note: You can set up Square without an upgrade, but to start collecting payments, you'll need a [Premium plan] (https://support.wix.com/en/article/choosing-a-premium-plan) or [Studio plan] (https://support.wix.com/en/article/wix-studio-upgrading-sites) that supports payments. Step 4 | Order a magstripe card reader To swipe credit cards, you need a magstripe card reader which plugs into your smartphone or tablet's headphone jack. Magstripe card reader [Contact Square to order your free magstripe reader.] (https://support.wix.com/en/article/wix-mobile-pos-setting-up-a-point-of-sale-with-square#:~:text=free%20magstripe%20reader.-,Learn%20how,-Notes%3A)",e21d28bf471b3d8bff54d979e90a89561cc441d8e64f700edb9a90083b7fa4a8;64c2cd062c241c4f313d58c772508e30fe3b4d4a66a210a9f32661c22ad0b400
q_00171,"I am unable to open the Wix Editor on Google Chrome, even in incognito mode. This issue persists across different devices.","If you are unable to open the Wix Editor on Google Chrome, even in incognito mode, and the issue persists across different devices, it is likely not a local issue. Here are some steps you can take: 1. **Ensure your browser is up to date**: Visit [whatismybrowser.com](https://www.whatismybrowser.com/) to check if you are using the latest version of Chrome. If not, update your browser. 2. **Try a different network connection**: Connect to a different Wi-Fi network to see if the issue is network-related. Some networks may restrict access to certain URLs, including Wix servers. 3. **Disable antivirus software**: Temporarily disable your antivirus software, as it may interfere with loading certain websites. 4. **Contact Wix Customer Care**: Since the issue persists across different devices, it may be a broader issue. Contact [Wix Customer Care](https://support.wix.com/en/article/contacting-wix-customer-care-for-support) and provide them with the following details: - The name or URL of your Wix site. - The name and version of the web browser you're using. - The name and version of your computer's operating system. - A screenshot of your console view showing the first line of the error message. For more detailed troubleshooting steps, you can refer to the [Wix Technical Assistant](https://support.wix.com/en/article/wix-technical-assistant).",2c1cfbdffd686c067c718ba09df4f1be69152ef1944991c80ef7eee8502cc946
q_00172,"Hey! I finished the ""Verifying Your Site with Google Search Console"" steps, but the ""Connect site to Google Chrome Console"" in the SEO Setup Checklist is still showing as incomplete. Any ideas on what to do?","You may sometimes run into technical issues when submitting your request to connect to Google. Check that your email address is the correct one If you have more than one Google account, make sure that the correct email is listed when you sign in. If it isn't, log out of all your Google accounts and then sign in with the correct Google account. Make sure that you connected your domain To connect to Google, you need to have a [Premium plan] (https://support.wix.com/en/article/wix-premium-plan-pricing) and a connected domain. Make sure your homepage is not password protected If your site's homepage access is for members only or password protected, search engine bots won't be able to [crawl and index it] (https://developers.google.com/search/docs/beginner/how-search-works#crawling). You'll need to [remove the password protection from your homepage] (https://support.wix.com/en/article/wix-editor-password-protecting-a-specific-page-of-your-site) to connect to Google. Check your Google Search Console account properties If you have more than 1000 properties in your Google Search Console account, you may have issues connecting your site to Google. To resolve this issue, [remove properties] (https://support.google.com/webmasters/answer/9357768?hl=en) in your Google Search Console settings and [manually submit your sitemap] (https://support.wix.com/en/article/submitting-your-sitemap-and-urls-directly-to-search-engines). After you've done this, you can submit a new request to connect to Google. Add an exception to your browser's adblock extensions If you use adblock extensions in your browser, you may not be able to open the Connect to Google pop-up to complete your connection to Google. Add an exception for the site page to your adblock extension or temporarily disable it to complete your request. Check your cookie settings If you have blocked third-party cookies and site data in your browser, you may not be able to connect to Google. Try [enabling cookies] (https://support.wix.com/en/article/enabling-cookies-in-your-browser) in your browser's settings or preferences. If you're still having issues, you can also try [clearing Wix cookies from your browser] (https://support.wix.com/en/article/clearing-wix-cookies-from-your-browser). Click ""Allow"" in the Connect to Google permissions pop-up Your site needs certain permissions in order to connect to Google. Make sure to click Allow on the Connect to Google pop-up which appears when you submit your request. Try a different browser Sometimes an issue connecting your site to Google can be related to your browser's settings. We recommend that you use the latest version of a [supported browser] (https://support.wix.com/en/article/supported-browsers) to ensure optimal performance and security. To test if your browser is the issue, you can try [using an incognito window] (https://support.wix.com/en/article/opening-your-browser-in-incognitoprivate-browsing-mode) or try using a different browser.",c104d7065faf024029b59ab7eebe751d7c7b4a7a4b613d377a90ee7bf266a12d;37cb430372ab6f7343a726511cd84bb5657e8e536267aeaa653735240c20dd45
q_00173,"Hey! I finished the ""Verifying Your Site with Google Search Console"" steps, but my site isn’t showing up in Google searches, even for specific queries, and I’ve checked that it’s indexed and can be crawled. Any ideas on what to do?","When you publish your site, most of your pages are available for search engines like Google to crawl and index so that they can appear in search results. It can take some time for your page to appear. Search engines cannot guarantee that every page of your site will be indexed. It's important to note that this is perfectly normal in many cases. If your site is indexed, but not showing as high as you like in search results, [optimizing your site's content for SEO] (https://support.wix.com/en/article/optimizing-your-sites-content-for-seo) can help your site rank higher. Similar to the SEO Setup Checklist, optimizing your site's content helps search engines find and understand your site. A more technical but powerful way to improve your site's ranking is to use structured data markup. This is a standardized format for giving search engines detailed information about your page. Adding markup to your site's pages can help improve your website's search results and ranking. Search engines like Google can also use markup to [create rich results] (https://developers.google.com/search/docs/advanced/structured-data/search-gallery) like article previews, product previews, and [FAQs for your page's search results] (https://support.wix.com/en/article/adding-structured-data-markup-to-your-sites-pages-2546962).",568140964e5e7c1628d295e9991367ed4d3c2090a79105d435231030b620a506
q_00174,How can I get a printed receipt for Wix Mobile POS.,"To obtain a receipt using Wix Mobile POS, you can follow these steps: Step 1 | Purchase a printer Before you can start printing receipts, you need to acquire a compatible thermal printer. Choose from one of the Star Micronics or Epson thermal printers. Step 2 | Pair the printer with your mobile device Now that you have your printer, you can pair it to your mobile device. To pair your printer and phone: 1. Go to your site in the Wix app. 2. Tap Manage at the bottom. 3. Under Get Paid, tap Point of Sale. 4. Tap the More Actions icon at the top right. 5. Select POS settings. Note: If you don't see POS settings, check the FAQ below. 6. Tap Connect next to Receipt printer. 7. Follow the manufacturer's instructions to turn on your printer's Bluetooth and tap Connect. Step 3 | Customize your receipt With Wix POS, you can customize your receipt and decide what information you want to display. Note that changes you make affect both printed receipts and emailed receipts. Step 4 | Print a receipt at a sale Now that your printer is connected and your receipts are customized, you have the option of printing a receipt at a sale. To print a receipt at a sale: 1. Process a sale and collect payment. 2. Tap Send Receipt. 3. Select Print receipt.",bd86afd5b4d032ce688e73d1d115f85b9ab1c811e5f87b02ae6b2ddb8174a2db
q_00175,I need to update the inventory for over 100 product selections with 3 different options each.,"To update the inventory for over 100 product selections with 3 different options each, you can make bulk inventory changes in the Inventory tab. Go to Inventory in your site's dashboard. You can select the products you want to update and perform bulk updates. For example, if you need to add 30 items to the inventory of multiple products, you can add them all at once. 1. Select the checkboxes next to the products whose inventory you want to update. 2. Click Update Inventory at the top right. 3. Select an option: - Add the same number of items to multiple products or set the inventory of multiple items to the same level. Alternatively, you can make edits to multiple products by exporting (downloading) your products to a CSV file. After making your changes and saving them, import the file back to your store. To make bulk updates using a spreadsheet: 1. [Go to Store Products] (https://www.wix.com/my-account/site-selector/?buttonText=Manage%20Products&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https:%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fstore%2Fproducts%3FreferralInfo%3Dsidebar) in your site's dashboard. 2. Click More Actions at the top right. 3. Select Import. 4. Click Download CSV File. 5. Click Wix CSV with your products. 6. Open the CSV file. Note: Mac users should open the file with Numbers or Excel version 15 or higher. 7. Save the downloaded file in CSV (Comma delimited) format. 8. Update the product info and save file with a different name. Important: Certain changes (e.g. deleting or adding columns) will break the file. To learn what each of the columns is and how to edit the file safely, click [here] (https://support.wix.com/en/article/wix-stores-importing-products-to-wix-stores). 9. Go back to [Store Products] (https://www.wix.com/my-account/site-selector/?buttonText=Manage%20Products&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https:%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fstore%2Fproducts%3FreferralInfo%3Dsidebar) in your site's dashboard. 10. Click More Actions at the top right. 11. Select Import. 12. Click Upload CSV File. 13. Upload the updated file you saved in step 7. 14. If there are error messages, correct them and import the file again.",69d173b727fb562910b949feaa4c69f6d0281dd20c0bdbecbe7414b74915f2c5
q_00176,I want to completely remove the login bar and anything associated with it from my site.,"To completely remove the Login option from your site you'd need to delete Members Area app. Deleting the Login Bar element only doesn't delete the application itself. Meaning, the Member's Area app stays installed on your site. Deleting this area removes all member pages, including the default ones that were added automatically (e.g. My Account, My Orders): To delete the Members Area app from your site follow these steps if you are using Wix Editor: 1. Click Pages & Menu on the left side of the editor. 2. Hover over Members Area and click the Actions icon. 3. Click Delete Member's Area. 4. Click Delete to confirm. Please note that you can still view, add and manage your members in your site dashboard, from the [Site Members] (https://www.wix.com/my-account/site-selector/?buttonText=Manage%20Members&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https:%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fmember-permissions%2Fmembers) tab.",21b52231b7ae64ad316d4558d1972af4e12c9986a8ba096e466f9e033e31eb9a
q_00177,How can I set up a flat rate shipping fee in Wix Stores.,"To set up flat rate shipping and charge the same rate for all purchases delivered to a certain region, please follow these steps: Step 1 | Create or Select a Shipping Region A region can be made of one or more countries. Alternatively, it can be made of one or more regions within a country. You can set up different shipping regions for your store. For example, a merchant might set up 4 shipping rules: a local shipping region for California, a region for the rest of the US, another for Mexico and Canada, and finally one for the rest of the world. Important: If there is no rule for a region, customers from that region cannot make store purchases. If you previously set up shipping (and tax) in a merchant account (e.g. in PayPal), remove these settings before starting. 1. Go to the Shipping & fulfillment settings in your site's dashboard. 2. Select an option: - Edit a default rule: Click the region you want to set up. - Create a new rule: a. Click Add Region. b. Click +Add destination, start typing a country name and select it. 3. Click Done or move directly on to the next step. Step 2 | Set Up a Flat Rate Shipping Rule 1. Select Flat Rate from the Select how shipping is calculated drop-down. 2. Enter a name in the Shipping Option Name field (e.g. Standard Shipping). 3. Enter the shipping rate. 4. Click the Offer Free Shipping when customer buys over a certain amount checkbox and enter the amount. Note: If you create additional shipping services (e.g. priority shipping), this checkbox must be selected and the amount specified to apply to each rule. 5. Click Add another Delivery Option to add an additional options (e.g. Express Shipping). 6. Click Save. Step 3 | Offer Local Delivery or Pickup options After saving your shipping rule, you can select the region again and add local delivery or pickup options.",b4717557702f3383d3d4d7bf071c2ab5558b34fc62860d2879f9d48f86ec2de8;72b0e7a5966ce8cf8a16163fecc8ee33133e4cc5e72b04d3e108f004c6e622c3
q_00178,Im experiencing issues with the mobile view of my site. Elements are misplaced and some are overlapping.,"To resolve issues with misplaced and overlapping elements on your mobile site, you can follow these steps: 1. **Rearrange Elements**: Use the Wix mobile editor to manually rearrange elements by dragging them to the desired location. Right-click the element on the mobile menu, header or footer. Click Move To. Click an option: Move to Menu Box: Element is displayed the menu box. Move to Header: Element is displayed on your site's header. Move to Footer: Element is displayed on the site footer. 2. **Group Elements**: To prevent elements from shifting, group them together and attach them to a transparent container box. This helps maintain their alignment across different devices. To ungroup elements: Select the elements you want to group in your editor by either: Clicking and dragging your cursor over the elements. Holding the Shift key on your keyboard (Cmd for Mac) while clicking the elements. Click Group Elements. To ungroup elements: Click the group in your editor. Click Ungroup Elements. 3. **Adjust Text Boxes**: If text is overlapping, break it into multiple text boxes and add space between them. This can help prevent overlap with other elements. Open the desktop Editor. Break up the text into multiple text boxes - one per paragraph. Add the elements between the text boxes with some space between them. 4. **Use Mobile-Only Elements**: Consider using [mobile-only elements] (https://support.wix.com/en/article/wix-editor-adding-and-customizing-mobile-only-elements) to optimize your site for mobile devices. These elements can be customized without affecting the desktop version. 5. **Check Device Compatibility**: Ensure your device and browser are supported and up-to-date. Wix sites are optimized for portrait mode on mobile devices. By following these steps, you should be able to resolve the layout issues on your mobile site.",8eb9087663e148864e022b06c70b4c81bda356bdf88cc2ba28dcf874ceff1d2c;386e74ab93c52d0695c73f765d338c795de37dffd976c98b932bcd6a89fc3248;89bd8fb2548fafd8d6efe52f176c2b81df7e40aa83b04cc87efc31ffe44ecc90
q_00179,I need to connect the elements on my dynamic item page to the correct fields in my CMS collection. Im looking for guidance on how to do this in Editor.,"To connect elements on your dynamic item page to the correct fields in your CMS collection, follow these steps: 1. [Go to your editor] (https://manage.wix.com/account/site-selector/?actionUrl=https%3A%2F%2Fwww.wix.com%2Feditor%2F%7BmetaSiteId%7D%3FeditorSessionId%3D%7Besi%7D%26). 2. Click the element you want to connect to the CMS (e.g. text, image, gallery). 3. Click the Connect to CMS icon . 4. (Certain input elements only) Choose how you want to use the element: - Filter content: [Let site visitors filter page content] (https://support.wix.com/en/article/cms-formerly-content-manager-setting-up-filters-for-site-visitors-using-input-elements). - Collect content: [Collect content submitted by site visitors] (https://support.wix.com/en/article/cms-creating-a-custom-form-with-input-elements-that-submit-to-your-collection). 5. Click the Choose a dataset drop-down and select an existing dataset that connects to your collection. Alternatively, click Add a Dataset, then choose the collection you want to connect, give the dataset a name and click Create. 6. Click the drop-downs in the panel on the right to connect each part of the element to the relevant collection fields. You can select Add new field to create and connect a [new collection field] (https://support.wix.com/en/article/cms-formerly-content-manager-adding-a-field-to-a-collection). The options vary depending on the page element type. 7. Click Preview at the top right to test your connections. 8. Click Publish if you are ready to make the changes go live.",79dc16843d8a0dfd5b12f8e260801c1f27e02c813cff37b75e04f023b01cee8c
q_00180,I need to know how to prevent an item in my CMS collection from being published to my website before its completed while using the Wix Editor.,"To prevent an item in your CMS collection from being published to your website before it's completed while using the Wix Editor, you can set the item to 'Hidden'. Here are the steps to do this: 1. Go to your editor. 2. Click CMS on the left side of the editor. 3. Click Your Collections. 4. Click the relevant collection. 5. Click More Actions at the top and select Collection settings. 6. Enable the Control item visibility toggle. 7. Choose the default status for new items: Visible: New collection items can be visible on your live site if the elements are properly connected to a dataset. Hidden: New collection items are hidden from your live site as they cannot be read by datasets. 8. Click Save. After enabling this feature, your collection includes a new Status field. In that field, you can set the status of each item in the collection and schedule future changes to the statuses.",32b870b67f3290a2bc22e736b2e2e84c3e5837be7ee447d88bd4efb73d4e8b00
q_00181,"Im having trouble getting my dynamic list page to show items alphabetically on the published site, even though I have set up the sort conditions in the dataset settings.","To ensure your dynamic list page shows items alphabetically on the published site, you need to verify a few things: 1. **Dataset Sort Conditions**: Make sure you have correctly set up the sort conditions in the dataset settings. Go to the dataset settings in your Wix Editor, and ensure that the field you want to sort by is selected, and the order is set to 'A-Z'. 2. **Mirror on Site Feature**: If you have enabled the 'Mirror on Site' feature in your collection view, remember that any sorts added to the dataset will override the order set in the mirrored collection view. Ensure that the dataset sort is correctly configured as it takes precedence. 3. **Dataset Mode**: Ensure your dataset is in 'Read' or 'Read & Write' mode, as 'Write' mode does not allow sorting. 4. **Publishing Changes**: After making changes to the dataset sort conditions, make sure to publish your site to apply these changes.",3e67c7354f82374d09126f1c6dbbd0cc6faf8b4f4ffda2f9dd8dd941a94900ce
q_00182,"Im having trouble with my URL not indexing on Google. The URL inspection says the URL is available to Google and can be indexed, but its still not indexing.","If your URL is available to Google and can be indexed but is still not appearing in search results, there are several steps you can take to address this issue: 1. Test your page's URL to make sure it's accessible and working properly. The tool will test your link for errors/warnings and check if Google is able to index it. 1. Go to [Google Search Console] (https://search.google.com/search-console). 2. Enter your site's domain in the search bar at the top and click the Enter key. Note: Make sure you enter the full URL, including ""https://www"" in the beginning. 3. Click Test Live URL on the right. When you submit a page to Google's URL Inspection Tool, it will test your page for any warnings or errors you should know about. Warning: These statuses might require your attention, but they don't necessarily mean your page isn't found/indexed or that any action is required from your end. Error: Google does not index pages with errors. When there's an error related to your URL, you need to take action to correct it and increase the chances of your page appearing in search results. Click [here] (https://support.wix.com/en/article/using-google-search-console-to-resolve-seo-issues) to learn more about specific errors.",568140964e5e7c1628d295e9991367ed4d3c2090a79105d435231030b620a506
q_00183,How users can check my calendar on the website?,"It is possible to add a calendar to your site. This will allow visitors to discover upcoming events in an interactive and engaging way. There are a range of options available to suit your site's needs. To add a calendar: Click Add Apps on the left side of the Editor. Type ""Calendar"" in the search field and press Enter. Scroll through the available calendar apps. Note: The Google Event Calendar and Wix Bookings apps are created by Wix. Select the app you want to add. Click Add to Site. Click the app in the Editor. Click Settings to set up the app.",bdcb95cf95836b146655fa214e21f1efbed7d11994679cba47d3b93230107c37
q_00184,I want to know how to set up a table and connect it to my collection in Wix Studio.,"To connect the table to your CMS collection in Wix Studio, please follow these steps: 1. Go to your [editor] (https://manage.wix.com/account/site-selector/?actionUrl=https%3A%2F%2Fwww.wix.com%2Feditor%2F%7BmetaSiteId%7D%3FeditorSessionId%3D%7Besi%7D%26). 2. Click 'Add Elements' on the left side of the editor. 3. Click 'Layout Tools'. 4. Click 'Tables'. 5. Drag the design you like onto your page. 6. Connect the table to a content collection: - Click the 'Connect to CMS' icon. - Choose the dataset you want to display in the table. 7. Click 'Manage Table' and set up the table columns: - Reorder: Click the 'Reorder' icon next to the relevant column and drag it up or down into place. - Change column name: Hover over the relevant column, click the 'More Actions' icon, and select 'Edit label'. Enter the new name and click 'Done'. - Delete column: Hover over the relevant column, click the 'More Actions' icon, and select 'Delete'. - Manage Connections: Click 'Manage Connections' to change any of the CMS connections. Then click the relevant drop-downs under Connections in the Inspector panel to edit the connections and links.",c847ec20daef72ad69151d50ab17df712f69a345d67ad325f3cb79c7af1dd013
q_00185,I want to add and format text in a Rich Text field in the CMS.,"To add a Rich Text field to your collection: 1. Go to [CMS] (https://www.wix.com/my-account/site-selector/?buttonText=Go%20to%20CMS&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/%7B%7BmetaSiteId%7D%7D/database/) in your site's dashboard. Alternatively, you can click CMS in your editor, then click Your Collections. 2. Click the relevant collection. 3. Click Manage Fields. 4. Click + Add Field. 5. Select Rich text and click Choose Field Type. 6. Enter a name in the Field name field. 7. (Velo only) Update the Field ID, which is used in the site's code. You cannot update this ID later. 8. (Optional) Enter Help text if you want a tooltip to appear in your collection next to the field title. 9. Click Save. To format text in a Rich Text field: 1. Click the Rich Text field for the relevant item in your collection. 2. Enter the text you want to use for the item and choose from the available formatting options at the top (e.g. Bold, Themes, Alignment, Link). 3. Tip: Click the Expand icon to edit the text in a larger window. 4. Repeat these steps to add content to the Rich Text field for the relevant collection items.",80fcb5fecede003f96127d01abb7581d7064e1794c279cb679d2df6fa20085e6
